Tipo de espacio público,Nombre de espacio público,Estado actual de conservación,Tarea realizada,Área Responsable,Fecha
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,14/10/2024
P.E.S.,RUTA 15 Y OLAVARRÍA,Bueno,Juegos/Deporte,Obras y EP,14/10/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Juegos/Deporte,Obras y EP,14/10/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Limpieza,Obras y EP,14/10/2024
P.E.S.,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,14/10/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,14/10/2024
Rotonda,PASO Y ALZAGA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,14/10/2024
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,14/10/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,14/10/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,14/10/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,14/10/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,14/10/2024
Plazas,VISTA AL ALBA,Bueno,Desmalezado,Higiene Urbana,12/10/2024
Plazas,VISTA AL ALBA,Bueno,Limpieza,Higiene Urbana,12/10/2024
Paseo y Espacios Públicos,LUJÁN JOVEN,Bueno,Limpieza,Higiene Urbana,12/10/2024
Paseo y Espacios Públicos,LUJÁN JOVEN,Bueno,Desmalezado,Higiene Urbana,12/10/2024
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Desmalezado,Higiene Urbana,12/10/2024
Paseo y Espacios Públicos,PARQUE CIVICO,Bueno,Limpieza (sopladora),Higiene Urbana,11/10/2024
Paseo y Espacios Públicos,PARQUE CIVICO,Bueno,Desmalezado,Higiene Urbana,
Paseo y Espacios Públicos,PARQUE CIVICO,Bueno,Aplicación de glifosato/desyuyar,Higiene Urbana,11/10/2024
Paseo y Espacios Públicos,PARQUE CIVICO,Bueno,Recorte de coirones/poda,Higiene Urbana,
Paseo y Espacios Públicos,PARQUE CIVICO,Bueno,Limpieza,Higiene Urbana,11/10/2024
Plazas,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,07/10/2024
Paseo y Espacios Públicos,PASEO LENCINAS,Bueno,Limpieza,Higiene Urbana,07/10/2024
Plazas,RUTA 16 Y RUTA 61 (Pez Carrizal),Bueno,Limpieza,Higiene Urbana,07/10/2024
Plazas,PLAYÓN EL CARRIZAL,Bueno,Limpieza,Higiene Urbana,07/10/2024
Plazas,MONUMENTO CARRIZAL,Bueno,Limpieza,Higiene Urbana,07/10/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Limpieza,Higiene Urbana,07/10/2024
P.E.S.,RUTA 15 Y SALGUERO (THAMES),Bueno,Moviliario urbano,Obras y EP,09/10/2024
P.E.S.,RUTA 15 Y SALGUERO (THAMES),Bueno,Pintura,Obras y EP,09/10/2024
P.E.S.,RUTA 15 Y SALGUERO (THAMES),Bueno,Limpieza,Obras y EP,09/10/2024
Paseo y Espacios Públicos,CHOEL CHOEL,Regular,Limpieza,Higiene Urbana,05/10/2024
Plazas,B° LAS ACACIAS,Bueno,Limpieza,Higiene Urbana,05/10/2024
Rotonda,INMIGRANTE,Bueno,Desmalezado,Higiene Urbana,05/10/2024
Rotonda,INMIGRANTE,Bueno,Limpieza,Higiene Urbana,05/10/2024
Rotonda,FELIPE VITALE,Bueno,Limpieza,Higiene Urbana,05/10/2024
Plazas,FELIPE VITALE,Bueno,Limpieza,Higiene Urbana,05/10/2024
Plazas,PLAZA MOSCONI,Bueno,Limpieza,Higiene Urbana,04/10/2024
Plazas,PLAZA MOSCONI,Bueno,Desmalezado,Higiene Urbana,04/10/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Desmalezado,Higiene Urbana,04/10/2024
Paseo y Espacios Públicos,PISTA DE MANEJO,Bueno,Desmalezado,Higiene Urbana,04/10/2024
Paseo y Espacios Públicos,PISTA DE MANEJO,Bueno,Limpieza,Higiene Urbana,04/10/2024
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,04/10/2024
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Desmalezado,Higiene Urbana,04/10/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,04/10/2024
Plazas,PLAZA LAS ROSAS,Bueno,Desmalezado,Higiene Urbana,04/10/2024
Plazas,PLAZA LAS ROSAS,Bueno,Limpieza,Higiene Urbana,04/10/2024
Plazas,PLAZA B ° TERRAZAS DE CHACRAS,Bueno,Limpieza,Higiene Urbana,04/10/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,03/10/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,03/10/2024
Paseo y Espacios Públicos,TRIANGULO LUJÁN (GC),Bueno,Desmalezado,Higiene Urbana,03/10/2024
Plazas,RINCON DE VISTALBA,Bueno,Desmalezado,Higiene Urbana,02/10/2024
Plazas,RINCON DE VISTALBA,Bueno,Limpieza,Higiene Urbana,02/10/2024
Plazas,LA MASIA,Bueno,Limpieza,Higiene Urbana,02/10/2024
Plazas,B° COSTA FLORES,Bueno,Limpieza,Higiene Urbana,02/10/2024
Plazas,B° PAULA ALBARRACÍN,Bueno,Limpieza,Higiene Urbana,02/10/2024
Ciclovía,PANAMERICANA (LA PAMPA-UGARTE),Bueno,Limpieza,Delegación,02/10/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Limpieza,Delegación,02/10/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,02/10/2024
Plazas,PLAZA DE LOS NIÑOS,Bueno,Limpieza,Higiene Urbana,02/10/2024
Plazas,B° LOTEO RUIZ RPN°16 / RPN° 15,Bueno,Mantenimiento de obra,Obras y EP,02/10/2024
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,02/10/2024
Ciclovía,CICLOVIA PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,02/10/2024
Ciclovía,PASO (SAN MARTIN-M. A SAENZ),Bueno,Limpieza,Delegación,02/10/2024
Ciclovía,PANAMA (MATHEU-PASO),Bueno,Limpieza,Delegación,02/10/2024
Ciclovía,MATHEU (CUBILLOS-PANAMA),Bueno,Limpieza,Delegación,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Desmalezado,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Mantenimiento de obra,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Juegos/Deporte,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Moviliario urbano,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Pintura,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Mantenimiento de texturas,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Riego ,Obras y EP,02/10/2024
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Limpieza,Obras y EP,02/10/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,02/10/2024
Rotonda,BOEDO OESTE,Bueno,Riego ,Obras y EP,02/10/2024
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,02/10/2024
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,01/10/2024
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Desmalezado,Higiene Urbana,01/10/2024
Plazas,VISTA AL ALBA,Bueno,Desmalezado,Higiene Urbana,01/10/2024
Plazas,PLAZA LAS ROSAS,Bueno,Desmalezado,Higiene Urbana,01/10/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,01/10/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,30/09/2024
Plazas,5 DE JULIO,Bueno,Limpieza,Higiene Urbana,01/10/2024
Plazas,B° TERRAZAS DEL RIO,Bueno,Desmalezado,Higiene Urbana,01/10/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,01/10/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,30/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,30/09/2024
Ciclovía,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,30/09/2024
Ciclovía,CICLOVIA PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,30/09/2024
Plazas,B° NOCETTI RPN°86,Bueno,Mantenimiento de obra,Obras y EP,30/09/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,30/09/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Limpieza,Obras y EP,30/09/2024
Rotonda,PUL,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,30/09/2024
Rotonda,PUL,Bueno,Riego ,Obras y EP,30/09/2024
Rotonda,PUL,Bueno,Limpieza,Obras y EP,30/09/2024
Rotonda,BALCARCE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,30/09/2024
Rotonda,BALCARCE,Bueno,Riego ,Obras y EP,30/09/2024
Rotonda,BALCARCE,Bueno,Limpieza,Obras y EP,30/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Riego ,Obras y EP,30/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,30/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Riego ,Obras y EP,30/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Limpieza,Obras y EP,30/09/2024
Rotonda,BRANDSEN Y COBOS,Bueno,Riego ,Obras y EP,30/09/2024
Rotonda,BRANDSEN Y COBOS,Bueno,Limpieza,Obras y EP,30/09/2024
P.E.S.,BRANDSEN (tres esquinas),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,30/09/2024
P.E.S.,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,30/09/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,30/09/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Riego ,Obras y EP,30/09/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,30/09/2024
Plazas,B° SAN CAYETANO,Regular,Limpieza,Delegación,27/09/2024
Plazas,B° TERRAZAS DEL RIO,Bueno,Moviliario urbano,Obras y EP,27/09/2024
Plazas,LAS CORTADERAS,Bueno,Limpieza,Delegación,27/09/2024
Paseo y Espacios Públicos,PUERTO DESEADO (CHILE-JUJUY),Bueno,Limpieza,Higiene Urbana,27/09/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Obras y EP,27/09/2024
Plazas,VALLE DE CHACRAS,Bueno,Limpieza,Higiene Urbana,26/09/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,26/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,26/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Riego ,Obras y EP,26/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,26/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Limpieza,Obras y EP,26/09/2024
Plazas,GENERAL SAN MARTÍN,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,B° SOLAR DEL PLATA,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,B° PARQUE DRUMMOND,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,B° PAULA ALBARRACÍN,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,B° LOS CASTAÑOS,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,B° EL PINAR,Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,CICLOVIA PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,B° CEFERINO NAMUNCURA,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,PLAYÓN DEPORTIVO VERTIENTES,Bueno,Limpieza,Delegación,25/09/2024
Plazas,SOLAR MALVINENSE,Bueno,Limpieza,Delegación,25/09/2024
Plazas,B° MEGAFON,Bueno,Limpieza,Delegación,25/09/2024
Paseo y Espacios Públicos,B° LOS CASTAÑOS,Bueno,Limpieza,Delegación,25/09/2024
Paseo y Espacios Públicos,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,25/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,25/09/2024
Paseo y Espacios Públicos,ALMIRANTE BROWN Y VIAMONTE,Bueno,Desmalezado,Higiene Urbana,24/09/2024
Paseo y Espacios Públicos,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Higiene Urbana,24/09/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Riego ,Higiene Urbana,24/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Riego ,Higiene Urbana,24/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,24/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,24/09/2024
Paseo y Espacios Públicos,NEW JERSEY (CORREDOR DEL OESTE),Bueno,Limpieza,Higiene Urbana,23/09/2024
Rotonda,CORREDOR DEL OESTE,Bueno,Desmalezado,Higiene Urbana,23/09/2024
Rotonda,CORREDOR DEL OESTE,Bueno,Limpieza,Higiene Urbana,23/09/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Siembra,Higiene Urbana,23/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,23/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,23/09/2024
Ciclovía,SAN MARTIN (20 DE SEPTIEMBRE-RIO MENDOZA),Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,RUTA 82 (ESC. GASCOGNE-A.CONDARCO),Bueno,Limpieza,Delegación,25/09/2024
Plazas,QUITO,Bueno,Limpieza,Delegación,25/09/2024
Rotonda,POTRERILLOS,Bueno,Limpieza,Delegación,25/09/2024
Ciclovía,PASEO DE LAS ESTACIONES (ALBERTI-FERRI),Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,PANAMERICANA (LA PAMPA-UGARTE),Bueno,Limpieza,Delegación,25/09/2024
Paseo y Espacios Públicos,MIRADOR BALCARCE OESTE,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,25/09/2024
Plazas,LAS GLICINAS,Bueno,Limpieza,Obras y EP,25/09/2024
Plazas,LAS GLICINAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/09/2024
Paseo y Espacios Públicos,LUJÁN JOVEN,Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,LINIERS (ITALIA-ALZAGA),Bueno,Limpieza,Delegación,25/09/2024
Ciclovía,ITALIA (FFCC-LINIERS),Bueno,Limpieza,Delegación,25/09/2024
Ciclovía,CICLOVIA PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Limpieza,Delegación,25/09/2024
Ciclovía,FFCC (LARREA-ALZAGA),Bueno,Limpieza,Delegación,25/09/2024
Ciclovía,CUBILLOS (MATHEU-BESARES),Bueno,Limpieza,Delegación,25/09/2024
Ciclovía,CARIDAD (LARREA-LINIERS),Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,CANAL SECO VIAMONTE (UGARTE-ITALIA),Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,BOEDO (SAN MARTIN-VIEYTES),Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,BESARES (ALZAGA-SAN MARTIN),Bueno,Limpieza,Higiene Urbana,25/09/2024
Ciclovía,ALBERTI (JUJUY-SAN MARTIN),Bueno,Limpieza,Higiene Urbana,25/09/2024
P.E.S.,BRANDSEN (tres esquinas),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/09/2024
P.E.S.,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,25/09/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/09/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Riego ,Obras y EP,25/09/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,25/09/2024
Rotonda,BRANDSEN Y COBOS,Bueno,Riego ,Obras y EP,25/09/2024
Rotonda,BRANDSEN Y COBOS,Bueno,Limpieza,Obras y EP,25/09/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/09/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,25/09/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/09/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,25/09/2024
Plazas,ESPEJO,Bueno,Limpieza,Delegación,20/09/2024
Plazas,INFANTIL CHACRAS,Bueno,Limpieza,Delegación,20/09/2024
Plazas,ADINA,Bueno,Limpieza,Delegación,20/09/2024
Plazas,LUJÁN JOVEN,Bueno,Desmalezado,Delegación,20/09/2024
Plazas,DAPARO,Bueno,Desmalezado,Delegación,20/09/2024
Plazas,FELIPE VITALE,Bueno,Limpieza,Higiene Urbana,20/09/2024
Paseo y Espacios Públicos,CANTERO CENTRAL SAENZ PEÑA,Bueno,Desmalezado,Higiene Urbana,20/09/2024
Ciclovía,VIAMONTE (CHILE-LARREA),Bueno,Desmalezado,Higiene Urbana,20/09/2024
Ciclovía,VIAMONTE (CHILE-LARREA),Bueno,Limpieza (sopladora),Higiene Urbana,20/09/2024
Paseo y Espacios Públicos,CALLE PASO (Boulevard Y Laterales),Bueno,Riego ,Higiene Urbana,20/09/2024
Plazas,B° EL PINAR,Bueno,Limpieza,Delegación,20/09/2024
Plazas,B° HUARPES III,Bueno,Limpieza,Delegación,20/09/2024
Plazas,PLAZOLETA ISAAC CORREA (Ricardo Videla y Francia),Bueno,Limpieza,Delegación,20/09/2024
Plazas,DEL HUERTO,Bueno,Desmalezado,Delegación,20/09/2024
Plazas,DEL HUERTO,Bueno,Limpieza,Higiene Urbana,20/09/2024
Ciclovía,ANCHORENA (SAN MARTIN-CEMENTERIO),Bueno,Limpieza,Higiene Urbana,20/09/2024
Plazas,ACCIONAR,Bueno,Limpieza,Higiene Urbana,20/09/2024
Plazas,ADINA,Bueno,Limpieza,Higiene Urbana,20/09/2024
Plazas,ADINA,Bueno,Limpieza,Higiene Urbana,20/09/2024
Plazas,5 DE JULIO,Bueno,Limpieza,Higiene Urbana,20/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,20/09/2024
Paseo y Espacios Públicos,PARQUE UNIVERSITARIO,Bueno,Limpieza,Higiene Urbana,18/09/2024
Rotonda,PARQUE URBANO P.U.L,Bueno,Limpieza,Obras y EP,19/09/2024
Ciclovía,PASEO MALBEC,Bueno,Limpieza,Higiene Urbana,19/09/2024
Ciclovía,PASO (PANAMERICANA-SAN MARTIN),Bueno,Limpieza,Delegación,19/09/2024
Rotonda,PISTA DE MANEJO,Bueno,Limpieza,Obras y EP,19/09/2024
Ciclovía,PUERTO DESEADO (CHILE-JUJUY),Bueno,Limpieza,Higiene Urbana,19/09/2024
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Limpieza,Higiene Urbana,19/09/2024
Ciclovía,PUL,Bueno,Limpieza,Higiene Urbana,19/09/2024
Plazas,SECA,Bueno,Limpieza,Higiene Urbana,19/09/2024
Ciclovía,QUINTANA (SAN MARTIN-ACCESO SUR),Bueno,Limpieza,Obras y EP,19/09/2024
P.E.S.,RUTA 82 (Control Policial),Bueno,Limpieza,Obras y EP,19/09/2024
Ciclovía,ALMTE BROWN (GUARDIA VIEJA-CACIQUE GLLEN),Bueno,Limpieza,Higiene Urbana,19/09/2024
Ciclovía,SAENZ PEÑA (SAN MARTIN-G.ORTIZ),Bueno,Limpieza,Higiene Urbana,19/09/2024
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Delegación,19/09/2024
Ciclovía,VIAS DE CHACRAS (ITALIA-ESTACION FFCC),Bueno,Limpieza,Delegación,19/09/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,19/09/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Limpieza,Delegación,19/09/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Riego ,Obras y EP,19/09/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/09/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,19/09/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Riego ,Obras y EP,19/09/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/09/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,19/09/2024
Paseo y Espacios Públicos,RUTA PANAMERICANA E IRIGOYEN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/09/2024
Paseo y Espacios Públicos,RUTA PANAMERICANA E IRIGOYEN,Bueno,Limpieza,Obras y EP,19/09/2024
P.E.S.,PASO Y SAN MARTIN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/09/2024
P.E.S.,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,19/09/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/09/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,19/09/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/09/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,19/09/2024
Paseo y Espacios Públicos,LÍMITE CON GODOY CRUZ,Regular,Limpieza,Higiene Urbana,17/09/2024
Plazas,B° ALTO DRUMMOND,Bueno,Limpieza,Higiene Urbana,19/09/2024
Paseo y Espacios Públicos,ALBERTI (JUJUY-SAN MARTIN),Bueno,Desmalezado,Higiene Urbana,19/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Desmalezado,Higiene Urbana,19/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,19/09/2024
Plazas,VIRGEN DE LOURDES,Bueno,Limpieza,Higiene Urbana,19/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,19/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,18/09/2024
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Limpieza,Higiene Urbana,18/09/2024
Plazas,PLAZA B° LOS ALERCES,Bueno,Limpieza,Higiene Urbana,18/09/2024
Plazas,LOS AROMOS,Bueno,Limpieza,Higiene Urbana,17/09/2024
Plazas,VISTA AL ALBA,Bueno,Desmalezado,Higiene Urbana,17/09/2024
Plazas,VISTA AL ALBA,Bueno,Limpieza,Higiene Urbana,17/09/2024
Rotonda,INMIGRANTE,Bueno,Corte de verdes,Higiene Urbana,17/09/2024
Rotonda,INMIGRANTE,Bueno,Desmalezado,Higiene Urbana,17/09/2024
Rotonda,INMIGRANTE,Bueno,Limpieza,Higiene Urbana,17/09/2024
Paseo y Espacios Públicos,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Bueno,Limpieza,Higiene Urbana,17/09/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,12/09/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,18/09/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Limpieza,Obras y EP,18/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,18/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Mantenimiento de texturas,Obras y EP,18/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Riego ,Obras y EP,18/09/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Limpieza,Obras y EP,18/09/2024
Paseo y Espacios Públicos,GOB. ORTIZ ,Regular,Desmalezado,Higiene Urbana,17/09/2024
Plazas,MIRADOR BALCARCE OESTE,Bueno,Limpieza,Higiene Urbana,17/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L.,Bueno,Siembra,Higiene Urbana,17/09/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L.,Bueno,Desmalezado,Higiene Urbana,17/09/2024
Paseo y Espacios Públicos,FERIAGRO,Regular,Desmalezado,Higiene Urbana,17/09/2024
Paseo y Espacios Públicos,FERIAGRO,Regular,Limpieza,Higiene Urbana,17/09/2024
Plazas,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,17/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Mantenimiento de texturas,Obras y EP,17/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,17/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Riego ,Obras y EP,17/09/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,17/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,16/09/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,16/09/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Regular,Limpieza,Higiene Urbana,13/09/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,13/09/2024
